id,human_readable_id,source,target,description,weight,combined_degree,text_unit_ids
63099fde-b507-492b-8fc7-49b1be43d6a8,483,PENTIUM 4,流水线,Pentium 4采用流水线技术实现指令并行执行,10.0,7,[80bcbca945f7721e4815da9c2eebebc90be5a1fc5436a4698ac372b1f2f643e652dc19312a2df8e3652797a7e314cedcefc56f0d381aa8b15784e5c62bb57aa2]
961bcad0-f82e-49d7-97e3-ae9a80306971,484,BTB2,分支检测,BTB2用于存储分支目标地址，分支检测验证其准确性,10.0,2,[80bcbca945f7721e4815da9c2eebebc90be5a1fc5436a4698ac372b1f2f643e652dc19312a2df8e3652797a7e314cedcefc56f0d381aa8b15784e5c62bb57aa2]
7bc1802f-eea2-4dd7-9087-7130244f1734,485,静态RAM,存储器层次结构,静态RAM是存储器层次结构中的重要组成部分,10.0,14,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
dbc0bcd0-aa33-4a7f-a713-d3a55c7732ac,486,动态RAM,存储器层次结构,动态RAM是存储器层次结构中的重要组成部分,10.0,14,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
07ecef9c-8ca7-464a-b72e-6c79c18daf8a,487,磁盘,存储器层次结构,磁盘是存储器层次结构中的大容量存储设备,10.0,19,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
68f4838f-a6f6-4c40-99b5-4bd713c9c003,488,磁盘,直接存取存储器,磁盘是直接存取存储器的典型代表,10.0,8,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
d04c4109-6d71-4747-b243-037ea42fca45,489,磁带,存储器层次结构,磁带是存储器层次结构中的顺序存取存储设备,10.0,15,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
dca6706e-40a4-4b37-9e4a-9e661aba8647,490,磁带,顺序存取存储器,磁带是顺序存取存储器的典型代表,10.0,4,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
c9a86875-e772-4d15-8699-0f543a2a21d3,491,存储器层次结构,寄存器,寄存器是存储器层次结构中的高速存储单元,10.0,21,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
d097d9ec-8539-48f3-a772-3eaf3164e724,492,存储器层次结构,光盘,光盘是存储器层次结构中的非易失性存储设备,10.0,14,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
9da2ff2b-bd60-4ed9-a900-7bd9687b4360,493,存储器层次结构,主存储器,主存储器是存储器层次结构中的核心组成部分,11.0,28,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
6214e3b0-08ce-4bc7-8109-6c2eda6de18d,494,存储器层次结构,高速缓存,高速缓存是存储器层次结构中的高速缓存层级,10.0,15,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
91ad795b-9ea9-4335-9a45-318a2f30fd5f,495,存储器层次结构,虚拟存储器系统,虚拟存储器系统是存储器层次结构的扩展部分,1.0,15,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
f6bbb505-8681-4e39-9576-ef004eca9aa2,496,半导体随机存取存储器,随机存取存储器,"半导体随机存取存储器是随机存取存储器的具体实现
半导体随机存取存储器是随机存取存储器的一种实现形式",27.0,2,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
4704fb37-5afc-4dd1-9861-57db7318dc94,497,只读存储器,非易失性存储器,只读存储器属于非易失性存储器的一种类型,9.0,6,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
e9f9e711-0148-4aad-8f47-d3c695fb5dc3,498,只读存储器,ROM,只读存储器与ROM是同一概念的不同表述,10.0,5,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
f70faa01-7ec1-4265-9f88-3268815cd759,499,FLASH存储器,非易失性存储器,Flash存储器属于非易失性存储器的一种类型,9.0,5,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
fe098cc9-f131-42cb-ad1f-b195149aff6c,500,顺序存取存储器,磁带存储器,磁带存储器是顺序存取存储器的典型实现,10.0,3,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
8ec7c4ea-ab5c-4df2-9504-21b2d606ca69,501,直接存取存储器,磁盘存储器,磁盘存储器是直接存取存储器的典型实现,10.0,3,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
4f9c375f-d4c2-41a6-bbd3-7152b26f2e36,502,按内容存取存储器,相联存储器,"按内容存取存储器也称为相联存储器
相联存储器与按内容存取存储器是同一概念的不同表述",20.0,2,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
2a070da8-f037-4035-aaf0-3a1d478deb10,503,可读可写存储器,RAM,RAM是可读可写存储器的典型代表,9.0,3,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
27c7bc0c-4645-438a-bf85-2f9150722617,504,非易失性存储器,主存储器,主存储器包含非易失性存储器（如ROM）,8.0,19,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
4b93b2ca-cf24-48ae-808b-ff1724122e83,505,非易失性存储器,光盘存储器,光盘存储器属于非易失性存储器的一种类型,9.0,5,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
4dce53c0-905c-4942-93c9-e50c7d1e1737,506,易失性存储器,主存储器,主存储器包含易失性存储器（如RAM）,8.0,18,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
ef53aabd-8cbc-436d-8548-12b549d73ae8,507,主存储器,存储器芯片,存储器芯片是主存储器的物理组成部分,10.0,16,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
79f914b7-ddac-4074-a1bf-f0b5e2ea17cf,508,主存储器,CPU,CPU与主存储器通过存储器芯片进行数据交互,9.0,21,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
bcfbb70e-4620-409e-8389-c43f2209f27b,509,主存储器,高速缓存,高速缓存是主存储器的扩展，用于提高数据访问速度,10.0,17,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
07d3a8ff-0f0e-443c-9fa8-8215e388571f,510,主存储器,虚拟存储器系统,虚拟存储器系统依赖主存储器与外部存储设备的协作,8.0,17,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
f86c0726-73a0-4a4c-b3a8-8456b6bf7a8f,511,主存储器,存储器的数据校验,数据校验技术用于确保主存储器中数据的完整性,9.0,16,[162d9006cf669894096cb23701bcea32c23a38c8a9333f7142504da244de889211cd0d617bc6cbf82ff5ee8043d070073429f60ac88b413e90713c54626ed7e0]
c4056370-2e2f-4a42-a2e8-2ffc4a8dc992,512,存储阵列,主存储器,主存储器由存储阵列构成,10.0,17,[1f5f82c9fb9b884c7a91241a9d320176dcde6b75f7966a1aedd911fd171cdcaa5ad3ccac49dc109fa54378f873afd216341b5c640211ad6d6966628412d99704]
0bd32fae-b1d6-4729-b977-fd4fabd59680,513,存储阵列,存储元,存储阵列由多个存储元组成,10.0,4,[1f5f82c9fb9b884c7a91241a9d320176dcde6b75f7966a1aedd911fd171cdcaa5ad3ccac49dc109fa54378f873afd216341b5c640211ad6d6966628412d99704]
0aebcb7f-e796-4466-9475-5e121ca01590,514,存储元,位元,存储元与位元是同一概念的不同称呼,10.0,3,[1f5f82c9fb9b884c7a91241a9d320176dcde6b75f7966a1aedd911fd171cdcaa5ad3ccac49dc109fa54378f873afd216341b5c640211ad6d6966628412d99704]
786aebf6-e6c1-4c0f-b4b9-8ff0aaca3c5c,515,地址,主存储器,主存储器通过地址实现对存储单元的访问,9.0,16,[1f5f82c9fb9b884c7a91241a9d320176dcde6b75f7966a1aedd911fd171cdcaa5ad3ccac49dc109fa54378f873afd216341b5c640211ad6d6966628412d99704]
ea1cc3e0-4d2c-4b9b-8455-0b8ce0ded0aa,516,编址方式,主存储器,主存储器的编址方式决定了地址的分配规则,9.0,16,[1f5f82c9fb9b884c7a91241a9d320176dcde6b75f7966a1aedd911fd171cdcaa5ad3ccac49dc109fa54378f873afd216341b5c640211ad6d6966628412d99704]
e05096b3-821c-42b0-9d98-34a9ea45fcea,517,数据线,主存储器,主存储器通过数据线与CPU传输数据,10.0,16,[1f5f82c9fb9b884c7a91241a9d320176dcde6b75f7966a1aedd911fd171cdcaa5ad3ccac49dc109fa54378f873afd216341b5c640211ad6d6966628412d99704]
bafd790a-a1c7-4e79-a303-4ab6e9c58a82,518,地址线,主存储器,主存储器通过地址线接收CPU发送的地址,10.0,16,[1f5f82c9fb9b884c7a91241a9d320176dcde6b75f7966a1aedd911fd171cdcaa5ad3ccac49dc109fa54378f873afd216341b5c640211ad6d6966628412d99704]
a4485f39-9fae-4ba9-90d6-3867ceea4240,519,存储器层次化结构,存储系统,"存储系统通过层次化结构实现性能优化
存储器层次化结构是存储系统的核心设计原则",11.0,3,[1f5f82c9fb9b884c7a91241a9d320176dcde6b75f7966a1aedd911fd171cdcaa5ad3ccac49dc109fa54378f873afd216341b5c640211ad6d6966628412d99704]
ca7ce008-141f-4fd8-9a92-4a994d15ce3a,520,存储系统,层次化的存储器体系结构,层次化结构是存储系统的核心实现方式,10.0,3,[1f5f82c9fb9b884c7a91241a9d320176dcde6b75f7966a1aedd911fd171cdcaa5ad3ccac49dc109fa54378f873afd216341b5c640211ad6d6966628412d99704]
7a721ef2-4e68-4c55-a699-8513f9ad983e,521,主存储器,MAR,主存储器通过MAR接收CPU发送的地址,10.0,16,[1f5f82c9fb9b884c7a91241a9d320176dcde6b75f7966a1aedd911fd171cdcaa5ad3ccac49dc109fa54378f873afd216341b5c640211ad6d6966628412d99704]
c3013201-f091-4314-9496-0bbe7adb0a92,522,主存储器,MDR,主存储器通过MDR与CPU进行数据交换,10.0,16,[1f5f82c9fb9b884c7a91241a9d320176dcde6b75f7966a1aedd911fd171cdcaa5ad3ccac49dc109fa54378f873afd216341b5c640211ad6d6966628412d99704]
0842a157-1efe-4e19-bace-47334d2b05ad,523,主存储器,非易失性存储器,非易失性存储器是主存储器的补充类型,7.0,19,[1f5f82c9fb9b884c7a91241a9d320176dcde6b75f7966a1aedd911fd171cdcaa5ad3ccac49dc109fa54378f873afd216341b5c640211ad6d6966628412d99704]
c7ad8005-8830-44fc-be73-2513695ca927,524,主存储器,易失性存储器,易失性存储器（如RAM）是主存储器的组成部分,9.0,18,[1f5f82c9fb9b884c7a91241a9d320176dcde6b75f7966a1aedd911fd171cdcaa5ad3ccac49dc109fa54378f873afd216341b5c640211ad6d6966628412d99704]
ce599487-3048-4b9c-96f3-e316654c3bb4,525,易失性存储器,RAM,RAM是易失性存储器的典型代表,10.0,5,[1f5f82c9fb9b884c7a91241a9d320176dcde6b75f7966a1aedd911fd171cdcaa5ad3ccac49dc109fa54378f873afd216341b5c640211ad6d6966628412d99704]
f108fc07-1091-43e6-bfec-981714f172e8,526,易失性存储器,CACHE,cache属于易失性存储器，用于高速缓存,10.0,5,[1f5f82c9fb9b884c7a91241a9d320176dcde6b75f7966a1aedd911fd171cdcaa5ad3ccac49dc109fa54378f873afd216341b5c640211ad6d6966628412d99704]
38ff6ae7-1049-4790-9a3e-89d2859aec8c,527,双极型半导体存储器,存储器容量,双极型存储器难以实现大容量,8.0,4,[1f5f82c9fb9b884c7a91241a9d320176dcde6b75f7966a1aedd911fd171cdcaa5ad3ccac49dc109fa54378f873afd216341b5c640211ad6d6966628412d99704]
41382583-d359-424a-8118-9c4431ba7ec5,528,磁表面存储器,存储器容量,磁表面存储器具有大容量特性,8.0,4,[1f5f82c9fb9b884c7a91241a9d320176dcde6b75f7966a1aedd911fd171cdcaa5ad3ccac49dc109fa54378f873afd216341b5c640211ad6d6966628412d99704]
6a0ef047-40d2-4e17-9c33-fab87547de5a,529,存储器容量,处理器速度,存储器容量与处理器速度需匹配以平衡性能,7.0,4,[1f5f82c9fb9b884c7a91241a9d320176dcde6b75f7966a1aedd911fd171cdcaa5ad3ccac49dc109fa54378f873afd216341b5c640211ad6d6966628412d99704]
b1abb9fe-ad8a-4ae1-9acb-c87b92110e79,530,访问延时,存储器地址空间,访问延时影响存储器地址空间的利用效率,7.0,3,[1f5f82c9fb9b884c7a91241a9d320176dcde6b75f7966a1aedd911fd171cdcaa5ad3ccac49dc109fa54378f873afd216341b5c640211ad6d6966628412d99704]
a03fd6e0-38fb-4116-9533-d8816b7baf4e,531,存储器地址空间,寻址范围,存储器地址空间由寻址范围定义,10.0,3,[1f5f82c9fb9b884c7a91241a9d320176dcde6b75f7966a1aedd911fd171cdcaa5ad3ccac49dc109fa54378f873afd216341b5c640211ad6d6966628412d99704]
48afde41-d202-4e73-9778-2f4c546703f5,532,寄存器,CPU,CPU可以直接访问寄存器，寄存器是CPU执行指令时的主要数据来源,10.0,14,[9308a4166ccd245a6ae0c9830a807ccc894e483ed6b5c7da958fd59260273deac88f0f4a7ab6a2f2e36d3f2aa34871a76de64fa86c24b14b874300f666eb403e]
a4313736-0168-4e5d-9a9c-13b8ee3a6f7c,533,CACHE,主存,cache和主存之间存在数据复制传送关系，数据从主存加载到cache,9.0,8,[9308a4166ccd245a6ae0c9830a807ccc894e483ed6b5c7da958fd59260273deac88f0f4a7ab6a2f2e36d3f2aa34871a76de64fa86c24b14b874300f666eb403e]
c6d05093-d5c6-4a92-ae38-728f782b34a3,534,主存,硬盘,主存和硬盘之间存在数据复制传送关系，数据从硬盘加载到主存,9.0,7,[9308a4166ccd245a6ae0c9830a807ccc894e483ed6b5c7da958fd59260273deac88f0f4a7ab6a2f2e36d3f2aa34871a76de64fa86c24b14b874300f666eb403e]
00099598-9b9d-4c9c-a134-b766f4294c48,535,半导体RAM,SRAM,SRAM是半导体RAM的一种类型，属于静态RAM,10.0,7,[9308a4166ccd245a6ae0c9830a807ccc894e483ed6b5c7da958fd59260273deac88f0f4a7ab6a2f2e36d3f2aa34871a76de64fa86c24b14b874300f666eb403e]
a918d743-cc5d-4075-93fb-94bdd5cfbae4,536,半导体RAM,DRAM,DRAM是半导体RAM的一种类型，属于动态RAM,10.0,6,[9308a4166ccd245a6ae0c9830a807ccc894e483ed6b5c7da958fd59260273deac88f0f4a7ab6a2f2e36d3f2aa34871a76de64fa86c24b14b874300f666eb403e]
d0ac6c8e-3cc9-4480-a58c-c35bfb6c427a,537,半导体RAM,存取时间,半导体RAM的存取时间通常比硬盘快但比寄存器慢,7.0,10,[9308a4166ccd245a6ae0c9830a807ccc894e483ed6b5c7da958fd59260273deac88f0f4a7ab6a2f2e36d3f2aa34871a76de64fa86c24b14b874300f666eb403e]
14bcdf7c-39d0-434d-b6e6-8729fd027707,538,半导体RAM,存储容量,半导体RAM的存储容量通常介于寄存器和硬盘之间,7.0,7,[9308a4166ccd245a6ae0c9830a807ccc894e483ed6b5c7da958fd59260273deac88f0f4a7ab6a2f2e36d3f2aa34871a76de64fa86c24b14b874300f666eb403e]
c1856b44-b5ed-45a2-a0ff-bb20b8e5b8c0,539,SRAM,六管静态MOS管存储元件,六管静态MOS管存储元件是SRAM芯片的基本组成单元,10.0,6,[9308a4166ccd245a6ae0c9830a807ccc894e483ed6b5c7da958fd59260273deac88f0f4a7ab6a2f2e36d3f2aa34871a76de64fa86c24b14b874300f666eb403e]
d6cefc84-6d86-48ca-b1a4-5ab6c1a3801b,540,SRAM,存取时间,SRAM的存取时间比DRAM更快，但成本更高,8.0,9,[9308a4166ccd245a6ae0c9830a807ccc894e483ed6b5c7da958fd59260273deac88f0f4a7ab6a2f2e36d3f2aa34871a76de64fa86c24b14b874300f666eb403e]
69ee26c0-25eb-4a95-9ed4-8d929de22933,541,DRAM,存储容量,DRAM的存储容量通常比SRAM更大，但需要周期性刷新,8.0,5,[9308a4166ccd245a6ae0c9830a807ccc894e483ed6b5c7da958fd59260273deac88f0f4a7ab6a2f2e36d3f2aa34871a76de64fa86c24b14b874300f666eb403e]
d9070adc-b68e-43b4-9d66-afef6e56768b,542,定长块,块映射关系,定长块是块映射关系中数据传输的基本单位,8.0,3,[9308a4166ccd245a6ae0c9830a807ccc894e483ed6b5c7da958fd59260273deac88f0f4a7ab6a2f2e36d3f2aa34871a76de64fa86c24b14b874300f666eb403e]
10d0edec-d1b3-4b3c-99e9-9dbf80b73f5a,543,定长块,存储器层次结构,存储器层次结构中数据在相邻层次间按定长块进行复制传送,1.0,15,[9308a4166ccd245a6ae0c9830a807ccc894e483ed6b5c7da958fd59260273deac88f0f4a7ab6a2f2e36d3f2aa34871a76de64fa86c24b14b874300f666eb403e]
be8ac2b6-5c18-4f27-9394-4fb7e3225f0c,544,触发器,六管静态MOS管存储元件,触发器是六管静态MOS管存储元件的核心电路结构,10.0,5,[9308a4166ccd245a6ae0c9830a807ccc894e483ed6b5c7da958fd59260273deac88f0f4a7ab6a2f2e36d3f2aa34871a76de64fa86c24b14b874300f666eb403e]
8873f2e0-caa1-4df9-87bb-82d392cd9cdf,545,触发器,存取时间,触发器的稳定性和响应速度影响存储元件的存取时间,1.0,8,[9308a4166ccd245a6ae0c9830a807ccc894e483ed6b5c7da958fd59260273deac88f0f4a7ab6a2f2e36d3f2aa34871a76de64fa86c24b14b874300f666eb403e]
ce0077fd-4cec-4743-81f6-4e749edf86ec,546,六管静态MOS管存储元件,存取时间,六管静态MOS管存储元件的存取时间由其电路结构决定,7.0,9,[9308a4166ccd245a6ae0c9830a807ccc894e483ed6b5c7da958fd59260273deac88f0f4a7ab6a2f2e36d3f2aa34871a76de64fa86c24b14b874300f666eb403e]
8ed5a599-f0ce-4c6d-a87f-4e6ed37b2fb8,547,存储器层次结构,存取时间,存储器层次结构中不同层级的存取时间差异是其设计的核心依据,9.0,19,[9308a4166ccd245a6ae0c9830a807ccc894e483ed6b5c7da958fd59260273deac88f0f4a7ab6a2f2e36d3f2aa34871a76de64fa86c24b14b874300f666eb403e]
d92b0083-88dd-494a-8e50-8c53365d5ffa,548,存储器层次结构,存储容量,存储器层次结构中不同层级的存储容量差异是其设计的核心依据,9.0,16,[9308a4166ccd245a6ae0c9830a807ccc894e483ed6b5c7da958fd59260273deac88f0f4a7ab6a2f2e36d3f2aa34871a76de64fa86c24b14b874300f666eb403e]
13cd8307-cd10-4d8a-8a78-912033a05812,549,存储器层次结构,定长块大小,定长块大小是存储器层次结构中数据传输的基本单位参数,8.0,14,[9308a4166ccd245a6ae0c9830a807ccc894e483ed6b5c7da958fd59260273deac88f0f4a7ab6a2f2e36d3f2aa34871a76de64fa86c24b14b874300f666eb403e]
34200b26-4b3e-4c97-a306-96e3ed3afd84,550,NAND闪存,固态硬盘,固态硬盘使用NAND闪存作为其核心存储介质,10.0,12,[8ebff700e78a08bea11656bfbf1b056a310201b91acb1ce3ea6ce59528a0e531843dfea1d2890b7d3efe7f60fc056bbf5a34a2f48d688833153d923fd5aec0c6]
64131f63-183a-47c4-8bf0-911e3a215c68,551,NAND闪存,区块,NAND闪存由多个区块组成，每个区块包含若干页,10.0,6,[8ebff700e78a08bea11656bfbf1b056a310201b91acb1ce3ea6ce59528a0e531843dfea1d2890b7d3efe7f60fc056bbf5a34a2f48d688833153d923fd5aec0c6]
fe4a55da-9f1a-4cf4-9fbc-b8ae723bfa92,552,NAND闪存,页,NAND闪存的数据读写以页为最小单位进行,10.0,6,[8ebff700e78a08bea11656bfbf1b056a310201b91acb1ce3ea6ce59528a0e531843dfea1d2890b7d3efe7f60fc056bbf5a34a2f48d688833153d923fd5aec0c6]
17cdd5e5-9487-46d1-8fe0-4a0650ca2c33,553,NAND闪存,擦除/编程次数,NAND闪存的寿命受限于其擦除/编程次数,10.0,7,[8ebff700e78a08bea11656bfbf1b056a310201b91acb1ce3ea6ce59528a0e531843dfea1d2890b7d3efe7f60fc056bbf5a34a2f48d688833153d923fd5aec0c6]
ee3b0bf2-23b9-45b9-ac50-4fa03a571f96,554,NAND闪存,闪存颗粒,NAND闪存由多个闪存颗粒组成,10.0,6,[8ebff700e78a08bea11656bfbf1b056a310201b91acb1ce3ea6ce59528a0e531843dfea1d2890b7d3efe7f60fc056bbf5a34a2f48d688833153d923fd5aec0c6]
9cb40ad5-54e3-438d-82ce-e58b38bfb05b,555,USB,固态硬盘,固态硬盘支持通过USB接口与计算机连接,9.0,8,[8ebff700e78a08bea11656bfbf1b056a310201b91acb1ce3ea6ce59528a0e531843dfea1d2890b7d3efe7f60fc056bbf5a34a2f48d688833153d923fd5aec0c6]
4abd2c04-154d-43a7-a7f0-14dec4c7c27e,556,SATA,固态硬盘,固态硬盘支持通过SATA接口与计算机连接,9.0,8,[8ebff700e78a08bea11656bfbf1b056a310201b91acb1ce3ea6ce59528a0e531843dfea1d2890b7d3efe7f60fc056bbf5a34a2f48d688833153d923fd5aec0c6]
aeb9167f-b16e-4e4f-bf31-26f3793c5c54,557,IDE,固态硬盘,固态硬盘支持通过IDE接口与计算机连接,8.0,8,[8ebff700e78a08bea11656bfbf1b056a310201b91acb1ce3ea6ce59528a0e531843dfea1d2890b7d3efe7f60fc056bbf5a34a2f48d688833153d923fd5aec0c6]
0dbbc398-ef02-4314-9683-999919cee00b,558,闪存翻译层,固态硬盘,闪存翻译层是固态硬盘内部实现逻辑到物理地址映射的关键组件,10.0,8,[8ebff700e78a08bea11656bfbf1b056a310201b91acb1ce3ea6ce59528a0e531843dfea1d2890b7d3efe7f60fc056bbf5a34a2f48d688833153d923fd5aec0c6]
914b2074-a98a-44d3-9e3b-b2047bd22c14,559,磨损均化,固态硬盘,"磨损均化技术是固态硬盘控制器中用于延长寿命的核心机制
磨损均化技术是固态硬盘实现寿命管理的关键组成部分",20.0,9,[8ebff700e78a08bea11656bfbf1b056a310201b91acb1ce3ea6ce59528a0e531843dfea1d2890b7d3efe7f60fc056bbf5a34a2f48d688833153d923fd5aec0c6]
abcf10cd-4fba-49d0-a117-f61200f29188,560,磨损均化,擦除/编程次数,磨损均化技术通过均衡擦除操作来延长闪存的擦除/编程次数寿命,1.0,4,[8ebff700e78a08bea11656bfbf1b056a310201b91acb1ce3ea6ce59528a0e531843dfea1d2890b7d3efe7f60fc056bbf5a34a2f48d688833153d923fd5aec0c6]
d22dbd4a-9a44-4f32-a4b9-c9220a5af2e4,561,ECC,ECC内存,"ECC技术是ECC内存实现错误纠正能力的基础
ECC内存基于ECC技术实现错误检测和纠正功能",11.0,4,[8ebff700e78a08bea11656bfbf1b056a310201b91acb1ce3ea6ce59528a0e531843dfea1d2890b7d3efe7f60fc056bbf5a34a2f48d688833153d923fd5aec0c6]
3a5ca065-0b5b-4dd3-bacb-17bad1d4a247,562,ECC,冗余校验,ECC技术基于冗余校验原理实现错误检测和纠正,9.0,7,[8ebff700e78a08bea11656bfbf1b056a310201b91acb1ce3ea6ce59528a0e531843dfea1d2890b7d3efe7f60fc056bbf5a34a2f48d688833153d923fd5aec0c6]
994978e5-633c-4784-81e8-e8ce59e79c86,563,ECC内存,校验位,ECC内存通过校验位实现错误检测和纠正功能,9.0,10,[8ebff700e78a08bea11656bfbf1b056a310201b91acb1ce3ea6ce59528a0e531843dfea1d2890b7d3efe7f60fc056bbf5a34a2f48d688833153d923fd5aec0c6]
ea7a8289-5c80-445d-a4ec-39818ed0404a,564,固态硬盘,SSD,SSD是固态硬盘的缩写形式,10.0,10,[8ebff700e78a08bea11656bfbf1b056a310201b91acb1ce3ea6ce59528a0e531843dfea1d2890b7d3efe7f60fc056bbf5a34a2f48d688833153d923fd5aec0c6]
31a8ded2-5a43-445f-87af-8b5d76b69735,565,随机读时间,SSD,SSD的随机读取性能显著优于传统硬盘,9.0,4,[8ebff700e78a08bea11656bfbf1b056a310201b91acb1ce3ea6ce59528a0e531843dfea1d2890b7d3efe7f60fc056bbf5a34a2f48d688833153d923fd5aec0c6]
244f57f2-fdd6-4589-aade-ce7aafd4869d,566,随机写访问时间,SSD,SSD的随机写入延迟比传统硬盘低两个数量级,9.0,4,[8ebff700e78a08bea11656bfbf1b056a310201b91acb1ce3ea6ce59528a0e531843dfea1d2890b7d3efe7f60fc056bbf5a34a2f48d688833153d923fd5aec0c6]
df6e80d1-c979-493f-bc17-d8e9aa0acdf4,567,校验位,冗余校验,冗余校验通过添加校验位实现数据校验,10.0,13,[78fd6ba1efe577c87c7685f41c9c80e23520328223487c953aecf4a99116b6c3b9bf3008df41e69daddcd2861a896156cf90909be74a752873bf1feac5c61270]
614a09fa-1744-453b-aa06-1150354eeb14,568,校验位,码字,校验位是码字的组成部分,9.0,21,[78fd6ba1efe577c87c7685f41c9c80e23520328223487c953aecf4a99116b6c3b9bf3008df41e69daddcd2861a896156cf90909be74a752873bf1feac5c61270]
6818760a-f0fc-435e-beaa-2b3528b0d0ae,569,校验位,码距,码距的大小与校验位的数量密切相关,8.0,12,[78fd6ba1efe577c87c7685f41c9c80e23520328223487c953aecf4a99116b6c3b9bf3008df41e69daddcd2861a896156cf90909be74a752873bf1feac5c61270]
31159f93-f0e4-4ac1-8b1b-2c55e6a60726,570,校验位,函数F,函数F用于计算校验位P=F(M),10.0,9,[78fd6ba1efe577c87c7685f41c9c80e23520328223487c953aecf4a99116b6c3b9bf3008df41e69daddcd2861a896156cf90909be74a752873bf1feac5c61270]
e3dcc67e-3f99-44d8-81ce-0512ce5c6542,571,码距,检错/纠错能力,"码距的大小决定了编码的检错和纠错能力
码距的大小直接决定检错/纠错能力的上限",20.0,6,[78fd6ba1efe577c87c7685f41c9c80e23520328223487c953aecf4a99116b6c3b9bf3008df41e69daddcd2861a896156cf90909be74a752873bf1feac5c61270]
